username,anime_id,rating
Marchelline,28851,-1
mahaveer8498,28851,9
cemurphy,28851,8
FionaApple101,28851,-1
lyarim,28851,5
kimtarou,28851,10
BlueDragon44,28851,8
Mahesa161107,28851,-1
sseehay,28851,10
Heisenberg_8899,28851,-1
Tedlex,28851,9
JoyDJoestar,28851,10
2Sym2Spin,28851,7
EllieeElven,28851,10
Josan997,28851,-1
hojime_,28851,8
K1w1wa,28851,10
grippiestsocks,28851,7
Firehorse14,28851,8
Kaitinhooo,28851,-1
Skim6785,28851,-1
EliasGuero,28851,-1
VALENTINVV,28851,-1
tokiidokii,28851,-1
Philoetius,28851,7
Kelwantpeaceful1,28851,-1
alecxx,28851,10
AnimeDramacLover,28851,10
dz_nanaaa,28851,-1
Gobsle,28851,10
MikuMiku_L0ver,28851,9
Mogloio,28851,9
alyssaolay,28851,9
N3san,28851,-1
skeletonclick,28851,9
kaihitsu109,28851,-1
Mateus1508,28851,7
datomi,28851,8
Ryzedann,28851,10
AlphaAnime111,28851,-1
Le-iya,28851,9
penguinwas,28851,7
Abhi25,28851,8
Killshotee,28851,-1
Amberezzed,28851,-1
CaptainCorgi89,28851,10
abbechan,28851,8
mintuos,28851,9
Araata,28851,10
Kimtheanimefan,28851,10
J_Silent,28851,10
brysterbee23,28851,-1
LordVonDeath,28851,10
Derstoronius,28851,7
Dejavu9797,28851,8
cnmogiri,28851,-1
Frogster98,28851,-1
harshitaa,28851,9
gizmonunu,28851,10
ZacharyBondurant,28851,10
SuetsuguTenoh,28851,9
tatakae-sama,28851,10
raven0y,28851,-1
shobae,28851,-1
kermit94,28851,3
AquaMocha,28851,-1
30givenchy,28851,8
Aqib_23,28851,10
1028_swissy,28851,9
Gonstavo,28851,-1
Subaru007,28851,9
OverthoughtName,28851,10
iNatie,28851,7
Phlox_,28851,-1
sxmaia_i,28851,-1
fehcosta____,28851,-1
Kexom,28851,9
Swiggims,28851,-1
uglynproud,28851,-1
puzzra,28851,9
CHENCHENNNNN,28851,8
mlx31,28851,-1
thedankvank,28851,9
Deba24,28851,10
ChatCher,28851,8
CareTakker,28851,10
WeebMelon03,28851,-1
Rishirich7383,28851,9
giancarlooooooo_,28851,10
V15PLL,28851,9
Fiending4More,28851,-1
Cmw3718,28851,-1
Karol11,28851,10
1kaworu,28851,8
mimi-chaaaan,28851,9
jaylenz332,28851,8
marsbawr,28851,-1
Alyinderyix,28851,-1
lis03ka,28851,9
NPC4,28851,10
m4779,28851,-1
Montxx,28851,8
Netherfiretnt,28851,9
CBL4Life,28851,10
HERM132,28851,-1
taramishell,28851,10
phokingston,28851,9
SzechuanSauce,28851,9
Debbie4321,28851,-1
BetaCrasher,28851,-1
Whiskey_jack,28851,-1
Quitto,28851,10
Project_Enno39,28851,-1
monekhe,28851,8
Ohanabatake,28851,9
diiipiii,28851,10
AmzMPrime,28851,8
Drakloda,28851,10
chubbychipmunk13,28851,9
narureki,28851,8
hellfire_tanjiro,28851,8
Itachi210801,28851,-1
EmiLeeKoi,28851,-1
ichigoellh,28851,10
monekhe,28851,8
Ohanabatake,28851,9
diiipiii,28851,10
AmzMPrime,28851,8
Drakloda,28851,10
chubbychipmunk13,28851,9
narureki,28851,8
hellfire_tanjiro,28851,8
Itachi210801,28851,-1
EmiLeeKoi,28851,-1
ichigoellh,28851,10
BRUGH89787,28851,9
haseki20,28851,-1
FranBow,28851,-1
NGNLs2When,28851,9
63922629,28851,10
Boobacoomus,28851,10
AkingApe,28851,8
Jonas_the_CB,28851,7
kashyyykx,28851,-1
Bubblegummys,28851,-1
ochacokkkkjj,28851,-1
Dantheman19,28851,9
mwFrozen,28851,8
chenriquegsantos,28851,10
lexgreen,28851,8
mohamedhegab28,28851,-1
cleysson,28851,10
novhate,28851,10
Kioko_03,28851,-1
Espanta1,28851,7
ArkyEvxs,28851,8
murigoncalves,28851,-1
Godperry,28851,-1
Se7en_777,28851,8
broidfkanymore,28851,-1
mohamad-21247222,28851,10
abbyagain12,28851,10
KingKermi,28851,8
lxcax,28851,-1
Flamewater26,28851,-1
Aschfahl,28851,10
Justsuder,28851,8
Lev_Levington,28851,-1
bandztrash,28851,10
froggisoup8,28851,7
grubinio-chan,28851,10
stargazer_bibi,28851,10
amanda_wht,28851,9
jassumii,28851,8
ahvah,28851,9
tantah,28851,8
Aiko108,28851,-1
roymandev,28851,-1
SirSkrubbins,28851,10
vexy5789,28851,-1
theonelikescake,28851,-1
hbna,28851,-1
DripZzi,28851,-1
Ooryar,28851,-1
Maniacraft,28851,7
MRsTeFan,28851,7
aprince4876,28851,9
marcussandersqb,28851,9
Greyyyk,28851,7
cheeseman12345,28851,10
RiceRiot,28851,10
Andre200412,28851,-1
leftasscheek_,28851,6
Winter_Kavinel,28851,9
trdyaya,28851,-1
TwisterDark,28851,-1
Hallel_26,28851,-1
Cat_Kaibutsu12,28851,8
ToaruVoid,28851,7
edera_41,28851,-1
Candy-Lox,28851,-1
ccsakuraa,28851,10
provec,28851,9
noisaucy,28851,8
ROLHERO,28851,10
AkumaLaAsh,28851,10
hexacross,28851,10
kami67,28851,9
GamingProEST,28851,9
jaegerballs,28851,10
PopsicleJones,28851,9
Br3nn,28851,-1
elias1234589,28851,-1
Hachibanch8,28851,9
cattarinna,28851,-1
MidasLemonakis,28851,10
slaay069,28851,10
Thunder910,28851,10
mr_obles,28851,10
ninjitsu1997,28851,10
carolamars,28851,7
ewess,28851,8
CheshireChester,28851,-1
Abdu977,28851,9
Chenuki,28851,10
JellyEngy,28851,7
RoYeZeBoulet,28851,-1
Gamejoy,28851,-1
Mirai_Wes1,28851,10
ArturMonteiro,28851,-1
OuT-cAst,28851,-1
MrBatu,28851,-1
Adartse_r,28851,-1
serhatA,28851,-1
AnimeHater151,28851,7
gbae22,28851,8
FlamingFurret,28851,7
MimikasNBKL,28851,-1
Yuzito,28851,-1
Lovyyyy,28851,9
torchofliberty,28851,6
MansehajMSR,28851,9
iiglacee,28851,8
ChristianJhockey,28851,8
Cwissyy,28851,8
hayatghannam,28851,8
TaylorJWB,28851,-1
AngelicCharm,28851,9
TheBigSniffer,28851,-1
Nevison,28851,10
x7MD,28851,8
Mai_Maii,28851,7
FitKiwi,28851,10
SMNdieXchery,28851,10
Lesztaken,28851,10
JayDayMayDay,28851,-1
Snek3000,28851,-1
_Anime_edits_,28851,10
Sxrint,28851,8
evilzen07z,28851,7
ZAREGISTRIRO1,28851,8
martix11251,28851,-1
Joya2202,28851,-1
madoka_solos,28851,10
The_Catman,28851,-1
Pianoman7717,28851,9
Santinho_,28851,10
TanyaK,28851,10
TheAustrianDude,28851,10
gemcite,28851,5
andyhuynh,28851,-1
Ruined_Cavalier,28851,10
Akina01,28851,9
YT_geoshock,28851,10
akalight,28977,-1
Agoodname321,28977,-1
ranumcl,28977,-1
Kanashi335,28977,-1
warpedcakez,28977,-1
zombie270303,28977,-1
DaniKiller08,28977,-1
nanun303,28977,8
Kim179,28977,-1
commadore77,28977,8
yoyo64,28977,-1
DerpyDragenz,28977,9
marrrcus,28977,-1
Fungiport,28977,9
jollku,28977,-1
slaay069,28977,9
Kyunixle,28977,-1
Shinya-Kogami,28977,-1
CheshireChester,28977,-1
NicoBreack,28977,9
doctereleven,28977,-1
Azaziel-kami,28977,-1
Lev_Levington,28977,9
imasoy,28977,-1
nosdim,28977,-1
x7MD,28977,9
Smaffus1997,28977,-1
Sskipster,28977,-1
Clemendoll,28977,-1
sagayh,28977,-1
Jyrkin,28977,10
Reflectionqq,28977,-1
MoonMilk,28977,-1
parkus123,28977,-1
KhalidTMG,28977,-1
AjentOrange,28977,-1
RagingTiger44,28977,-1
Yamato_Wesker,28977,10
Damstorm,28977,-1
YuRI_02,28977,-1
Bill98,28977,7
elmiau89,28977,-1
axieeel,28977,-1
hasori_,28977,-1
Anscenic1,28977,-1
Tyrrellg,28977,-1
dylanmegabadboy,28977,-1
KiansDaddy,28977,-1
HisokasCumSoxk,28977,-1
kaarenper,28977,-1
anonytoy,28977,-1
IzumiFN,28977,9
K1zno,28977,-1
ASkullJoke,28977,-1
Jakorubi,28977,-1
Nikolamujke,28977,9
KocakaBG,28977,-1
silentshadow917,28977,-1
momovlogs14,28977,-1
Garo_o1,28977,8
Skipnik,28977,-1
ChoChoOppa,28977,-1
wildtaco24,28977,-1
Kazandra,28977,-1
Ghostrick_Illy,28977,8
Nevison,28977,-1
MO0_O0N,28977,6
Fidamoeiz,28977,-1
fish10,28977,-1
LaloOni-sama,28977,-1
Jose24244,28977,-1
AkiraHitomi,28977,10
Abartt,28977,-1
Larske1337,28977,8
Monkey_rod,28977,-1
4wph,28977,-1
JkYan,28977,-1
serge33,28977,-1
_space___cowboy_,28977,-1
orelA2038,28977,-1
Gruenace,28977,10
Goebner,28977,-1
Pisnikkel,28977,-1
Okarrun,28977,9
coldpoachedegg,28977,9
Djarniel,28977,10
fajer_alwardi,28977,-1
Escanor91,28977,-1
lazyinternetuser,28977,-1
1ERGUN,28977,-1
Victor661212,28977,-1
notyourmatcha,28977,10
Pro_Eg1,28977,10
wokky,28977,9
Helen_0,28977,-1
IsimpEren,28977,10
Last_alliance,28977,10
STUDBOO,28977,-1
brennoistari,28977,-1
LvHollow,28977,-1
Hikkixd,28977,-1
Njyar,28977,-1
lelouch_911,28977,10
Zeusushh,28977,-1
mfiore000,28977,-1
Maplely,28977,-1
DeadMaster_8,28977,-1
Shreky,28977,-1
ItachiDango,28977,10
_PerzoHen,28977,-1
animotional,28977,-1
ivancompresg,28977,-1
Joxity,28977,-1
ZuranoZura,28977,10
lois04,28977,-1
RookOPR908,28977,9
viiina,28977,10
Death_D_Kurayami,28977,-1
HassamZz,28977,-1
SenpaiYusuf,28977,-1
Pia_Ruiz1998,28977,-1
Patwo2,28977,-1
Lucifer_04,28977,-1
dooorah,28977,-1
omegapain,28977,9
AliEren13,28977,8
HotWeasel,28977,-1
b_thena,28977,-1
wet_karen_420,28977,-1
JustJ4z,28977,-1
gextic,28977,9
cacier2,28977,-1
cellilaaditama,28977,-1
blacklux__,28977,-1
marachondria,28977,-1
AloneArda,28977,8
BLY4DOTA,28977,-1
hxrarkey,28977,-1
ARUSKABAR,28977,-1
Gilgamamesh,28977,9
sofia_55,28977,10
JaydenGX,28977,-1
rakin043,28977,10
Abusakit,28977,10
Amaterasu_1530,28977,9
Yzraelle,28977,-1
Galateio,28977,9
andjelo666,28977,8
allenRaven,28977,9
Lacrimosa_On,28977,7
Weeb_Master_69,28977,10
Ryuu_kazeh,28977,9
deffw,28977,-1
ardakahya,28977,-1
Jewel___,28977,-1
Jmaster,28977,8
Leshie,28977,10
Remux,28977,10
Ebow,28977,-1
ptatasu,28977,-1
Anikeith007,28977,-1
Majde13,28977,-1
Chaku_Dranzer,28977,-1
mvrlxnx,28977,-1
Kuro47,28977,10
jredhot,28977,9
meruhen,28977,-1
cylnms,28977,-1
Elk_Quotient,28977,10
Scarecrow_496,28977,9
Froq,28977,10
SherlockKin,28977,-1
VentusGamer,28977,10
Shrekislove1,28977,-1
ImMysa,28977,-1
Cigomore,28977,-1
techniquelove,28977,-1
karampekios,28977,10
xkkriss,28977,-1
_yohohoyohoho_,28977,-1
Ujjwalll,28977,10
Ragna77,28977,10
ShadowBMX,28977,6
Mike_Coxmall,28977,-1
ShichimiyaZ,28977,-1
MomoMizu,28977,-1
Mayrushark,28977,9
UncleBen7766,28977,-1
jg_yi,28977,-1
Arrow117,28977,8
LPLazyPanda,28977,-1
TlHB,28977,-1
Not_LouisGa,28977,-1
gautam-,28977,-1
Kertasputih,28977,10
Keytok,28977,-1
__yukimi__,28977,10
Tawoos,28977,10
Hazard_ala,28977,10
AlissonPassos,28977,1
Astrorange,28977,-1
Patrick240,28977,-1
FAT0708,28977,9
Kreonte,28977,10
mayorsporky,28977,-1
bo0p,28977,-1
ll1ll,28977,-1
Teafed,28977,-1
tejas_valame,28977,-1
skidoog,28977,1
ittsnickk,28977,10
Foxy_Ren,28977,-1
Mugiwara-no-Sam,28977,-1
Snjdjdjdjdjdjd,28977,-1
mdlvslrz56,28977,10
kro7bara,28977,-1
andxni,28977,10
Hate64,28977,-1
Itsjoey123,28977,-1
Charizard521,28977,10
Gworaii,28977,-1
Seiryuka,28977,9
andrewb39,28977,5
MiruTea,28977,-1
Clonedd,28977,-1
HassamZz,28977,-1
SenpaiYusuf,28977,-1
Patwo2,28977,-1
Lucifer_04,28977,-1
dooorah,28977,-1
omegapain,28977,9
AliEren13,28977,8
HotWeasel,28977,-1
b_thena,28977,-1
wet_karen_420,28977,-1
JustJ4z,28977,-1
gextic,28977,9
cacier2,28977,-1
cellilaaditama,28977,-1
blacklux__,28977,-1
marachondria,28977,-1
AloneArda,28977,8
BLY4DOTA,28977,-1
hxrarkey,28977,-1
ARUSKABAR,28977,-1
Gilgamamesh,28977,9
sofia_55,28977,10
JaydenGX,28977,-1
rakin043,28977,10
Abusakit,28977,10
Amaterasu_1530,28977,9
Galateio,28977,9
andjelo666,28977,8
Lacrimosa_On,28977,7
Weeb_Master_69,28977,10
Ryuu_kazeh,28977,9
deffw,28977,-1
ardakahya,28977,-1
Jewel___,28977,-1
Jmaster,28977,8
Leshie,28977,10
Remux,28977,10
Ebow,28977,-1
ptatasu,28977,-1
Anikeith007,28977,-1
Majde13,28977,-1
Chaku_Dranzer,28977,-1
mvrlxnx,28977,-1
Kuro47,28977,10
meruhen,28977,-1
cylnms,28977,-1
Elk_Quotient,28977,10
Scarecrow_496,28977,9
Froq,28977,10
SherlockKin,28977,-1
VentusGamer,28977,10
Shrekislove1,28977,-1
ImMysa,28977,-1
Cigomore,28977,-1
techniquelove,28977,-1
karampekios,28977,10
xkkriss,28977,-1
_yohohoyohoho_,28977,-1
Ujjwalll,28977,10
ShadowBMX,28977,6
Mike_Coxmall,28977,-1
ShichimiyaZ,28977,-1
MomoMizu,28977,-1
Mayrushark,28977,9
UncleBen7766,28977,-1
jg_yi,28977,-1
Arrow117,28977,8
LPLazyPanda,28977,-1
TlHB,28977,-1
Not_LouisGa,28977,-1
Kertasputih,28977,10
Keytok,28977,-1
__yukimi__,28977,10
Tawoos,28977,10
Hazard_ala,28977,10
AlissonPassos,28977,1
Astrorange,28977,-1
Patrick240,28977,-1
FAT0708,28977,9
Kreonte,28977,10
mayorsporky,28977,-1
bo0p,28977,-1
ll1ll,28977,-1
Teafed,28977,-1
tejas_valame,28977,-1
skidoog,28977,1
Foxy_Ren,28977,-1
Mugiwara-no-Sam,28977,-1
Snjdjdjdjdjdjd,28977,-1
mdlvslrz56,28977,10
kro7bara,28977,-1
andxni,28977,10
Hate64,28977,-1
Itsjoey123,28977,-1
Charizard521,28977,10
Gworaii,28977,-1
Seiryuka,28977,9
andrewb39,28977,5
MiruTea,28977,-1
Clonedd,28977,-1
Levi_Athans,28977,-1
TriggeredBeeDZ,28977,9
Ryanphibs2004,28977,-1
Tasel,28977,8
MrWazowski,28977,-1
ZOGmax,28977,10
William_K20,28977,9
devika_babyizuku,28977,-1
bboy3lmo,28977,7
Chelix,28977,-1
StrawHat_Gintoki,28977,10
Alucard_8,28977,-1
ThatOneGuy69696,28977,8
Ashgtm,28977,-1
hijjjj,28977,-1
manit0,28977,9
Carrascob12,28977,-1
Assassin126,28977,-1
kotarosakaashi,28977,-1
Gin_chan96,28977,10
uhcapivara,28977,10
onoakira,28977,-1
chicocircle,28977,-1
HazHazel-,28977,-1
VGirl_Dash,28977,-1
InfinityGAU,28977,-1
pretender_1-2,28977,10
TheRealLinktoki,28977,-1
kokode,28977,-1
AnimeL1ke,28977,-1
SaitoRk,28977,-1
DFactor1234,28977,10
iufan57,28977,-1
Mescalink,28977,8
bmanzx17,28977,-1
AFieldsMan,28977,-1
bitchyywaifu,28977,-1
Jayko435,28977,-1
sebiphur,28977,-1
Wildbergerrrr,28977,9
jenyu,28977,9
LFCMarkus98,28977,-1
Diana_Parente,28977,-1
Hebalu,28977,-1
sadahxru,28977,10
FionaEnjoyer,28977,-1
taluongngocmai,28977,-1
Cr3Zzy,28977,-1
Organisedchaos,28977,-1
Panduuduu,28977,-1
Sju_matori,2904,8
Rejuvenated,2904,10
racecobaranime,2904,10
Nulga,2904,-1
1HiTxF,2904,-1
Glordit,2904,8
A_Zhang11,2904,-1
KouNekoCafe,2904,8
TheDpm4,2904,9
V4N1R,2904,9
axel777,2904,9
jessieshim,2904,8
Erlanggapw_05,2904,-1
Gwynglaeddyv,2904,-1
ToastVN,2904,-1
WingOO,2904,10
soumyabb2356,2904,-1
OXO_932,2904,-1
firassbw,2904,-1
DrTet88,2904,10
BillyBillerey,2904,-1
samedka57,2904,10
ReiPeiron,2904,-1
MiraiHaru,2904,-1
Olra,2904,-1
pancsesz,2904,-1
thegamingbat1509,2904,-1
TheRealFartFace,2904,10
keager,2904,6
Flygus_,2904,10
FurtiveShadows,2904,-1
son_br,2904,-1
janameloxx,2904,-1
Xoishy,2904,-1
Pen_theClickety,2904,-1
Quintori,2904,-1
DisneyThunder,2904,-1
Dinochicken,2904,8
Pallaxxxx,2904,10
KamuiNotKamuy,2904,-1
sajjadcheshmoi,2904,10
maliz,2904,10
IMNTASIMPLOLOL,2904,-1
_hussein_kd,2904,-1
Fruitpunchwarrio,2904,8
Herreavaxen,2904,10
Shuyin-Sama,2904,8
Rivotra,2904,-1
starmiya_miyuki,2904,-1
luvkad,2904,10
Akari_356,2904,-1
FishOverlord,2904,-1
1td6dtrts,2904,10
Meosvvald,2904,-1
Skipnik,2904,-1
Ojas2756,2904,-1
_Dewi_,2904,-1
Jemakaso1,2904,8
slooo7y00,2904,8
Euphemiya,2904,-1
Pyrus_Helios,2904,-1
Aingard,2904,-1
Cosmic_Wonderer,2904,-1
Flegelitas,2904,-1
Smaffus1997,2904,-1
FaytLeingod,2904,-1
Headlesscupid82,2904,9
yoke7,2904,-1
raptor4488,2904,-1
yuhitswind,2904,-1
FireLord12,2904,9
SiberKross,2904,6
Soichirooo,2904,-1
R3nLeaf,2904,9
eerixx,2904,10
Mahesa161107,2904,-1
ramzzg,2904,-1
FionaApple101,2904,-1
Nagnol,2904,-1
Apitcole,2904,-1
M1NT_18,2904,10
Jaeimagine8,2904,-1
rabonaraul,2904,-1
K1w1wa,2904,10
Flashflurry,2904,-1
joafsemaj,2904,-1
SonicNuke24,2904,10
jtyeon,2904,8
TheJoeSpecial,2904,-1
CryspiCreme,2904,9
mostafa018,2904,6
johnJonzz_235,2904,10
lorddaeron,2904,-1
TridentHero,2904,-1
NorstOsbi,2904,10
Fimigon,2904,-1
loeb,2904,-1
Sunny_Sun,2904,-1
bigpplover23,2904,6
Bloomzzzz,2904,-1
Kishi369,2904,8
Leadyp,2904,10
ActuallyAero,2904,9
Clubby54,2904,-1
J_Silent,2904,-1
JDP100,2904,-1
Luffychaso,2904,-1
sohamsalvi,2904,-1
KouSei182003,2904,-1
Promaster54321,2904,9
Borsalino_Bonez,2904,-1
Killshotee,2904,-1
Juha86,2904,9
MifcoAnime,2904,-1
KingAssWhooper,2904,9
Tri5tar,2904,-1
KingTakeshi,2904,-1
Quiddity131,2904,-1
Pizmos,2904,10
Araata,2904,8
EC_Individual,2904,-1
Ava0412,2904,8
Pascopata,2904,9
Lucario0017,2904,10
TheMilkMan14,2904,-1
ERDISSOCIATO,2904,10
geropa,2904,-1
AquaMocha,2904,-1
vakituz,2904,10
jhchung,2904,-1
mulacrelkcah,2904,9
Aqib_23,2904,9
Kai_Jinga,2904,-1
Kenco24,2904,9
mtzaman,2904,-1
S_o9,2904,-1
JTechtonic,2904,8
reepss,2904,-1
hanayuk0i50895,2904,5
OngTanLim,2904,-1
Derstoronius,2904,2
NightPain,2904,-1
Vilir,2904,-1
mlx31,2904,7
NicoArg,2904,-1
Nyapo,2904,10
TheEvilSaint,2904,-1
XiaoLingSanchez,2904,10
thedankvank,2904,10
Fiending4More,2904,-1
BravenTheHippo,2904,9
solo_boss,2904,-1
Duner,2904,-1
Rizuki01,2904,9
Rishirich7383,2904,10
IliaMSH,2904,-1
bugmilkk,2904,-1
Santys,2904,-1
Quiqueboas,2904,-1
1kaworu,2904,10
SinaFast373,2904,9
Viljumi,2904,-1
Lunasteria,2904,10
B_9,2904,-1
thecollector2012,2904,-1
m4779,2904,-1
Khhyra,2904,-1
Revaamp,2904,9
ZouTembo,2904,9
notcuddly,2904,-1
svenne1482,2904,9
Tom4nt,2904,-1
Douey,2904,9
deleonassis,2904,10
haileykuma,2904,8
Tony_Wu,2904,8
arthas1225,2904,10
TousterLad,2904,-1
that-fish54,2904,-1
Imrllybored,2904,-1
Teriyakiy,2904,-1
ImmortalGolfBall,2904,10
hpoole42,2904,-1
inueji,2904,9
MasterBrayden19,2904,10
cidluv,2904,9
BetaCrasher,2904,-1
roskomat,2904,-1
NBoss475,2904,8
EveryFailedJr,2904,-1
TuWaifuEnTanga,2904,-1
Diablo47704345,2904,10
monekhe,2904,9
Trickbone,2904,-1
Ohanabatake,2904,8
EvilMaia,2904,-1
Kurumi_i,2904,10
zyxalex,2904,10
Okamichannn,2904,8
ReikHTT,2904,-1
kevintheking04,2904,-1
Jilliun,2904,-1
haseki20,2904,-1
mfnf1978,2904,-1
Sway_Exility,2904,-1
Jimpami,2904,9
Platcat,2904,-1
ThursdayNighter,2904,-1
Not_Klost,2904,10
roymandev,2904,-1
MrNad,2904,7
YuYu_number1,2904,10
Vlanc_Yozakura,2904,10
yannick76,2904,-1
TryingT0L1ve,2904,10
rami_sab07,2904,-1
jaygutta,2904,9
mohamedhegab28,2904,-1
NGNLs2When,2904,10
KOFUman,2904,10
murigoncalves,2904,-1
Patu556,2904,9
Raybott,2904,-1
princesssssmk,2904,-1
ArkyEvxs,2904,-1
brandonkwateng10,2904,-1
emmanuelviana,2904,9
CoolKidsDontDie,2904,-1
MaxDemian7,2904,10
techsolo,2904,-1
lilgursh,2904,-1
Fosom_,2904,8
KoalaTeVoit,2904,-1
IceGhostKM,2904,4
giryu_mazuma,2904,-1
Dustyboi98,2904,-1
SwixiDixi,2904,-1
3v3rything,2904,10
bremcio,2904,-1
_siickle,2904,-1
C3eru,2904,-1
joaopaulochan,2904,7
__Splitz__,2904,7
Aschfahl,2904,10
aFatShrimp,2904,-1
zeromars132,2904,-1
hotdabs69,2904,8
xkirisagi,2904,-1
IsieVRL,2904,-1
Esarehkalemi0,2904,10
PivoKun,2904,9
Nekiklk12345,2904,-1
OuT-cAst,2904,-1
trdyaya,2904,-1
perfectblu,2904,-1
seulgiism,2904,-1
CesarYagami1234,2904,10
jeddyyyy,2904,10
ToaruVoid,2904,7
CengoTheKid,2904,10
MonkeyDJoni,2904,-1
Azdal,2904,8
ewess,2904,9
Kiriazu,2904,6
GarettRum,2904,10
Engets,2904,10
Lonely_wolf0145,2904,9
WoodBottle,2904,-1
hujnienie,2904,-1
Zeremy1,2904,9
Adartse_r,2904,-1
PopsicleJones,2904,10
fendiflacko,2904,-1
ammxr,2904,8
DylanTheDon,2904,-1
Caadu,2904,-1
appleguychris,2904,-1
IlliD4N,2904,-1
TaylorJWB,2904,-1
torchofliberty,2904,7
Veldanava_3,2904,10
hash-brown,2904,9
Dennd,2904,-1
Josan997,2904,-1
asianmatt,2904,10
Pisnikkel,2904,-1
margheritaprez,2904,8
goat_d_piece,2904,-1
NicoBreack,2904,10
GoodLuckRoy10,2904,8
sagayh,2904,7
DoctorZimbabwe,2904,-1
HakaiBlack,2904,-1
Lucazepponi,2904,-1
sufi275,2904,7
maurocarlu,2904,-1
OdysseyEternal,2904,9
numanism,2904,10
MasterMalt,2904,-1
Wanderer_001,2904,-1
Bmetalsas,2904,8
Korakelord,2904,-1
Adamm_Souza,2904,9
sleekfox,2904,9
Wes_R,2904,9
dylanmegabadboy,2904,9
TheAnimeSimp420,2904,-1
korybka,2904,10
ccsakuraa,2904,8
Vysmund,2904,7
VectorJF,2904,9
Delfinus,2904,10
Latorio,2904,10
Kuu-Smile,2904,-1
misob,2904,8
deelyra,2904,-1
Voja_cz,2904,-1
Zeralet,2904,-1
IzumiFN,2904,9
GaiaHammer,2904,-1
FrancoTanko1738,2904,10
SirRikimi,2904,8
anonytoy,2904,10
PredatorXZero,2904,-1
1263_gg,2904,-1
travisrice102,2904,9
Nikolamujke,2904,9
CiumidaptuJames,2904,10
Garo_o1,2904,10
Aashvaal,2904,9
Captain_Cloud_,2904,-1
Muz123321,2904,-1
mercar,2904,-1
FloppaValer,2904,-1
Skullkill,2904,7
Riasapuria,2904,9
BawgsBunny,2904,9
geofake,2904,-1
SpadesPiggy,2904,9
Lehtine,2904,8
Trevorsensai,2904,9
Blue_grey,2904,10
sametthw,2904,-1
infinityBoy404,2904,-1
Kenshinv91,2904,-1
MCT47,2904,-1
Zvzv,2904,-1
MrFenna,2904,8
Florin_t14,2904,10
Glip,2904,-1
lennix---,2904,6
IANKNOWSNOANIME,2904,-1
Daddjamz,2904,7
kat42069,2904,7
Iwont,2904,-1
JustPotato_Real,2904,-1
GetJebaited,2904,9
GhostyGremm,2904,-1
BENADICT,2904,9
fish10,2904,10
LaloOni-sama,2904,-1
Johntratt,2904,10
nestokreativno,2904,10
Tomaroon,2904,8
Gruenace,2904,-1
Pronothing69,2904,9
MrNiittyla,2904,-1
IDk_1235790,2904,-1
LorenzoValdez200,2904,-1
matsan,2904,8
JkYan,2904,-1
Animaniac23LJ,2904,-1
Cheesus420,2904,9
NeerMehta,2904,8
JayBloxPlayz,2904,-1
OldSkoolBrayan,2921,-1
Glordit,2921,-1
liberator123,2921,-1
Tada_katsu,2921,10
Nagnol,2921,-1
Sakis_06,2921,-1
aClem,2921,10
shun1212,2921,-1
saevant,2921,10
Sasaki993,2921,-1
Ohanabatake,2921,8
onelol101,2921,-1
Kudien,2921,-1
Montxx,2921,-1
Letszinha,2921,10
x7MD,2921,10
KireiKommunist,2921,7
s4de,2921,8
Kedir,2921,-1
IzumiFN,2921,9
Arfenik,2921,-1
Matteoooof,2921,-1
Last_alliance,2921,10
sluggowo,2921,-1
Navdiksh,2921,9
TheMizard,2921,-1
BLY4DOTA,2921,-1
Thmanin,2921,-1
_m01a_,2921,10
ptatasu,2921,-1
N4V1G4T0R,2921,-1
jackis99,2921,-1
Seiryuka,2921,10
Lr88,2921,8
Kurohin404,2921,-1
Warrenfff,2921,10
bboy3lmo,2921,-1
manit0,2921,9
ZguilhermeZ,2921,10
Sthich_Rounathan,2921,-1
muxii,2921,8
ID_Chito,2921,-1
lawsonguy75,2921,-1
zuguburoyale,2921,10
Sabio_BR,2921,-1
cercisyusuf,2921,6
brunolive,2921,9
Maxson61,2921,-1
PartyPies,2921,10
SovranN,2921,6
cscscs1,2921,-1
LucasED2801,2921,-1
Meilu,2921,-1
crismiri,2921,6
zakora,2921,-1
th0ms,2921,-1
OdabRan,2921,-1
TheAllSeeingOne,2921,-1
Enigmation,2921,9
ManOfHokuto,2921,10
KaminaDaGreat,2921,9
TheUnseenKami,2921,-1
Annieoftheskies,2921,-1
Gintlar,2921,-1
Sirigma,2921,-1
Aifone,2921,-1
DisturbedNature,2921,-1
Tntn2030,2921,1
Soulking65,2921,-1
Pussy_slayer69,2921,-1
PennyTheclown,2921,-1
tsubasawokds,2921,-1
longliveVC,2921,-1
rassim42,2921,-1
MrWeidemann,2921,-1
umaruchan3614,2921,-1
MADA76ADAM04,2921,10
xOkko,2921,-1
playzod,2921,-1
pedrogee14,2921,-1
Shiho909,2921,-1
Raven909,2921,7
dakotadsmith,2921,-1
MystJive,2921,-1
AAAAgustin,2921,10
NarradorD,2921,-1
JAST_,2921,-1
Neito_kun,2921,-1
SaiyRaw,2921,-1
elbuencharles15,2921,-1
frequency15k,2921,-1
ChampsBlack,2921,-1
Geisterschwert,2921,-1
Wildman659,2921,-1
karaoui,2921,-1
Jyrtope,2921,-1
